842.346,843.346,0
843.346,844.346,0
844.346,845.346,0
845.346,846.346,0
846.346,847.346,0
847.346,848.346,0
848.346,849.346,0
849.346,850.346,0
850.346,851.346,0
851.346,852.346,0
852.346,853.346,0
853.346,854.346,0
854.346,855.346,0
855.346,856.346,0
856.346,857.346,0
857.346,858.346,0
858.346,859.346,0
859.346,860.346,0
860.346,861.346,0
861.346,862.346,0
862.346,863.346,0
863.346,864.346,0
864.346,865.346,0
865.346,866.346,0
866.346,867.346,0
867.346,868.346,0
868.346,869.346,0
869.346,870.346,0
870.346,871.346,0
871.346,872.346,0
872.346,873.346,0
881.926,882.926,0
882.926,883.926,0
883.926,884.926,0
884.926,885.926,0
885.926,886.926,0
886.926,887.926,0
887.926,888.926,0
888.926,889.926,0
889.926,890.926,0
890.926,891.926,0
891.926,892.926,0
892.926,893.926,0
893.926,894.926,0
894.926,895.926,0
895.926,896.926,0
896.926,897.926,0
897.926,898.926,0
898.926,899.926,0
899.926,900.926,0
900.926,901.926,0
901.926,902.926,0
902.926,903.926,0
903.926,904.926,0
904.926,905.926,0
905.926,906.926,0
906.926,907.926,0
907.926,908.926,0
908.926,909.926,0
909.926,910.926,0
910.926,911.926,0
911.926,912.926,0
912.926,913.926,0
923.134,924.134,0
924.134,925.134,0
925.134,926.134,0
926.134,927.134,0
927.134,928.134,0
928.134,929.134,0
929.134,930.134,0
930.134,931.134,0
931.134,932.134,0
932.134,933.134,0
933.134,934.134,0
934.134,935.134,0
935.134,936.134,0
936.134,937.134,0
937.134,938.134,0
938.134,939.134,0
939.134,940.134,0
940.134,941.134,0
941.134,942.134,0
942.134,943.134,0
943.134,944.134,0
944.134,945.134,0
945.134,946.134,0
946.134,947.134,0
947.134,948.134,0
948.134,949.134,0
949.134,950.134,0
950.134,951.134,0
951.134,952.134,0
952.134,953.134,0
953.134,954.134,0
954.134,955.134,0
962.286,963.286,0
963.286,964.286,0
964.286,965.286,0
965.286,966.286,0
966.286,967.286,0
967.286,968.286,0
968.286,969.286,0
969.286,970.286,0
970.286,971.286,0
971.286,972.286,0
972.286,973.286,0
973.286,974.286,0
974.286,975.286,0
975.286,976.286,0
976.286,977.286,0
977.286,978.286,0
978.286,979.286,0
979.286,980.286,0
980.286,981.286,0
981.286,982.286,0
982.286,983.286,0
983.286,984.286,0
984.286,985.286,0
985.286,986.286,0
986.286,987.286,0
987.286,988.286,0
988.286,989.286,0
989.286,990.286,0
990.286,991.286,0
991.286,992.286,0
992.286,993.286,0
993.286,994.286,0
994.286,995.286,0
995.286,996.286,0
996.286,997.286,0
1004.52,1005.52,0
1005.52,1006.52,0
1006.52,1007.52,0
1007.52,1008.52,0
1008.52,1009.52,0
1009.52,1010.52,0
1010.52,1011.52,0
1011.52,1012.52,0
1012.52,1013.52,0
1013.52,1014.52,0
1014.52,1015.52,0
1015.52,1016.52,0
1016.52,1017.52,0
1017.52,1018.52,0
1018.52,1019.52,0
1019.52,1020.52,0
1020.52,1021.52,0
1026.16,1027.16,0
1027.16,1028.16,0
1028.16,1029.16,0
1029.16,1030.16,0
1030.16,1031.16,0
1031.16,1032.16,0
1032.16,1033.16,0
1033.16,1034.16,0
1034.16,1035.16,0
1035.16,1036.16,0
1036.16,1037.16,0
1037.16,1038.16,0
1038.16,1039.16,0
1039.16,1040.16,0
1040.16,1041.16,0
1041.16,1042.16,0
1042.16,1043.16,0
1043.16,1044.16,0
1140.754,1141.754,0
1141.754,1142.754,0
1142.754,1143.754,0
1143.754,1144.754,0
1144.754,1145.754,0
1145.754,1146.754,0
1146.754,1147.754,0
1147.754,1148.754,0
1148.754,1149.754,0
1149.754,1150.754,0
1150.754,1151.754,0
1151.754,1152.754,0
1152.754,1153.754,0
1153.754,1154.754,0
1154.754,1155.754,0
1155.754,1156.754,0
1156.754,1157.754,0
1157.754,1158.754,0
1158.754,1159.754,0
1159.754,1160.754,0
