2094.052,2095.052,0
2095.052,2096.052,0
2096.052,2097.052,0
2097.052,2098.052,0
2098.052,2099.052,0
2099.052,2100.052,0
2100.052,2101.052,0
2101.052,2102.052,0
2102.052,2103.052,0
2103.052,2104.052,0
2104.052,2105.052,0
2105.052,2106.052,0
2106.052,2107.052,0
2107.052,2108.052,0
2108.052,2109.052,0
2109.052,2110.052,0
2110.052,2111.052,0
2111.052,2112.052,0
2112.052,2113.052,0
2113.052,2114.052,0
2114.052,2115.052,0
2115.052,2116.052,0
2116.052,2117.052,0
2117.052,2118.052,0
2118.052,2119.052,0
2119.052,2120.052,0
2120.052,2121.052,0
2121.052,2122.052,0
2122.052,2123.052,0
2123.052,2124.052,0
2124.052,2125.052,0
2125.052,2126.052,0
2126.052,2127.052,0
2127.052,2128.052,0
2128.052,2129.052,0
2129.052,2130.052,0
2130.052,2131.052,0
2131.052,2132.052,0
2132.052,2133.052,0
2133.052,2134.052,0
2134.052,2135.052,0
2135.052,2136.052,0
2136.052,2137.052,0
2137.052,2138.052,0
2138.052,2139.052,0
2139.052,2140.052,0
2140.052,2141.052,0
2141.052,2142.052,0
2142.052,2143.052,0
2143.052,2144.052,0
2144.052,2145.052,0
2145.052,2146.052,0
2146.052,2147.052,0
2147.052,2148.052,0
2148.052,2149.052,0
2149.052,2150.052,0
2150.052,2151.052,0
2151.052,2152.052,0
2152.052,2153.052,0
2153.052,2154.052,0
2154.052,2155.052,0
2155.052,2156.052,0
2156.052,2157.052,0
2157.052,2158.052,0
2158.052,2159.052,0
2159.052,2160.052,0
2160.052,2161.052,0
2161.052,2162.052,0
2162.052,2163.052,0
2163.052,2164.052,0
2164.052,2165.052,0
2165.052,2166.052,0
2166.052,2167.052,0
2167.052,2168.052,0
2168.052,2169.052,0
2169.052,2170.052,0
2170.052,2171.052,0
2171.052,2172.052,0
2172.052,2173.052,0
2173.052,2174.052,0
2174.052,2175.052,0
2175.052,2176.052,0
2176.052,2177.052,0
2177.052,2178.052,0
2178.052,2179.052,0
2179.052,2180.052,0
2180.052,2181.052,0
2181.052,2182.052,0
